listing_id,description,room_type,formatted_description,formatted_room_type
12869567,"West 33rd street, Lux 1bd Serviced Apartment",Entire home/apt,"West 33rd street, Lux 1bd Serviced Apartment",entire home/apt
12869930,2 bedroom Midtown West,entire home/apt,2 bedroom Midtown West,entire home/apt
12871708,ENTIRE PLACE,Entire home/apt,ENTIRE PLACE,entire home/apt
12872882,HUGE Willamsburg Duplex Loft,Entire home/apt,HUGE Willamsburg Duplex Loft,entire home/apt
12873159,5TH AVE~~RoofTop Deck ~~City Views @EMPIRE ST BLDG,Entire home/apt,5TH AVE~~RoofTop Deck ~~City Views @EMPIRE ST BLDG,entire home/apt
12874443,Modern and Bright Studio Apt in Williamsburg,ENTIRE HOME/APT,Modern and Bright Studio Apt in Williamsburg,entire home/apt
12874666,Holiday in Trendy Williamsburg Apt!,Private room,Holiday in Trendy Williamsburg Apt!,private room
12874869,Greenwich Village| Private Queen room,Private room,Greenwich Village| Private Queen room,private room
12881611,Large bedroom in spacious & sunny Greenpoint Apt!,private room,Large bedroom in spacious & sunny Greenpoint Apt!,private room
12881712,High FL - Gym Doorman Alcove Studio 5205,Entire home/apt,High FL - Gym Doorman Alcove Studio 5205,entire home/apt
12883073,East Village 1 BDRM - Trendy Area - Subway 1.5 Blk,Entire home/apt,East Village 1 BDRM - Trendy Area - Subway 1.5 Blk,entire home/apt
12885472,Lovely large 2BR Apartment Close to Subway,entire home/apt,Lovely large 2BR Apartment Close to Subway,entire home/apt
12885921,"Sixth Ave Chelsea, 1bd Serviced Apartment",Entire home/apt,"Sixth Ave Chelsea, 1bd Serviced Apartment",entire home/apt
12901480,Artistic pad in East Williamsburg!,Entire home/apt,Artistic pad in East Williamsburg!,entire home/apt
12902256,Cozy private bedroom with window,PRIVATE ROOM,Cozy private bedroom with window,private room
12915038,Renovated: 15min 4 Train ride to NYC-Crown Heights,Private room,Renovated: 15min 4 Train ride to NYC-Crown Heights,private room
12915928,"Renovated 3BR, 2 Full Bath with Washer & Dryer",ENTIRE HOME/APT,"Renovated 3BR, 2 Full Bath with Washer & Dryer",entire home/apt
12916073,10 min from JFK and 30min to NYC,entire home/apt,10 min from JFK and 30min to NYC,entire home/apt
12927770,"Amazing light, spacious & Modern",Entire home/apt,"Amazing light, spacious & Modern",entire home/apt
12929852,"New York City Brownstone, Hip and Historic Harlem",Entire home/apt,"New York City Brownstone, Hip and Historic Harlem",entire home/apt
12932186,The Golden Hand in Harlem ☞ Bright + Modern 1BR,Private room,The Golden Hand in Harlem ☞ Bright + Modern 1BR,private room
12932670,Flushing Spacious Room w/ 2 Queen Beds,Private room,Flushing Spacious Room w/ 2 Queen Beds,private room
12936207,Newly Renovated Duplex Apartment,Entire home/apt,Newly Renovated Duplex Apartment,entire home/apt
12941015,2BR Apt in East Village,Entire home/apt,2BR Apt in East Village,entire home/apt
12949840,Remodeled Brand New Brooklyn Apartment,ENTIRE HOME/APT,Remodeled Brand New Brooklyn Apartment,entire home/apt
12950997,"Joellen's Place Roomy 1-Queen Bed, Bushwick Apt.",Private room,"Joellen's Place Roomy 1-Queen Bed, Bushwick Apt.",private room
12951417,"Joellen's Place Spacious 2-twin bed, Bushwick Apt.",Private room,"Joellen's Place Spacious 2-twin bed, Bushwick Apt.",private room
12953867,Quiet artist apartment w/ backyard,Private room,Quiet artist apartment w/ backyard,private room
12955262,2 bedroom loft-like ground floor with patio,Entire home/apt,2 bedroom loft-like ground floor with patio,entire home/apt
12955346,Suite with Private Gated Entrance,Entire home/apt,Suite with Private Gated Entrance,entire home/apt
12955402,Private room w/ lush garden quiet area,Private room,Private room w/ lush garden quiet area,private room
12955454,Cozy Room in the Big Apple,Private room,Cozy Room in the Big Apple,private room
12958663,"Breathtaking, panoramic views of Downtown NYC/FiDi",ENTIRE HOME/APT,"Breathtaking, panoramic views of Downtown NYC/FiDi",entire home/apt
12964763,Apartment near Time Square,entire home/apt,Apartment near Time Square,entire home/apt
12966225,"1 bedroom apt, comforts of home, close to all..",ENTIRE HOME/APT,"1 bedroom apt, comforts of home, close to all..",entire home/apt
12966504,Lovely Two Bedroom Apt in Prime North Williamsburg,Entire home/apt,Lovely Two Bedroom Apt in Prime North Williamsburg,entire home/apt
12969574,Unique artist’s loft-heart of Wburg,entire home/apt,Unique artist’s loft-heart of Wburg,entire home/apt
12972292,Private Room for two guests in Cozy apartment,private room,Private Room for two guests in Cozy apartment,private room
12972533,Gorgeous Grand 2 BR LES Gem!,ENTIRE HOME/APT,Gorgeous Grand 2 BR LES Gem!,entire home/apt
12972783,Private Room for Pair in the Cozy Apartament,Private room,Private Room for Pair in the Cozy Apartament,private room
12973288,Private room for pair,Private room,Private room for pair,private room
12973353,CrashPadsUSA Hotbeds for Airline Crew ONLY,Shared room,CrashPadsUSA Hotbeds for Airline Crew ONLY,shared room
12973819,"Huge 1BR 5 min to Park, Train",Entire home/apt,"Huge 1BR 5 min to Park, Train",entire home/apt
12973927,Private bedroom in Brooklyn.,private room,Private bedroom in Brooklyn.,private room
12981106,Stylish unique Loft in prime area of Brooklyn,Entire home/apt,Stylish unique Loft in prime area of Brooklyn,entire home/apt
12984848,"Private Room in Greenpoint, Brooklyn",Private room,"Private Room in Greenpoint, Brooklyn",private room
12989767,Beautiful Studio on Tree-Lined St.,Entire home/apt,Beautiful Studio on Tree-Lined St.,entire home/apt
12990051,"Private, Quiet 2 BR in Heart of Times Square!",entire home/apt,"Private, Quiet 2 BR in Heart of Times Square!",entire home/apt
12990502,Cute small room in Astoria,Private room,Cute small room in Astoria,private room
12990587,"6BR, 4 Full Bath Duplex with Washer & Dryer",Entire home/apt,"6BR, 4 Full Bath Duplex with Washer & Dryer",entire home/apt
12999167,Charming & Sunny Studio in the Heart of NYC,Entire home/apt,Charming & Sunny Studio in the Heart of NYC,entire home/apt
12999396,"Red Hook Beach House, Garden, Pool , Roof top",Entire home/apt,"Red Hook Beach House, Garden, Pool , Roof top",entire home/apt
13000007,Bright Sunny Spacious Apt in Historic Neighborhood,entire home/apt,Bright Sunny Spacious Apt in Historic Neighborhood,entire home/apt
13000257,"Charming, bright Williamsburg apt",ENTIRE HOME/APT,"Charming, bright Williamsburg apt",entire home/apt
13000483,All New Garden Apartment,Entire home/apt,All New Garden Apartment,entire home/apt
13000527,Studio47 - bedroom in artists' loft,Private room,Studio47 - bedroom in artists' loft,private room
13001082,Share space in E Harlem,Shared room,Share space in E Harlem,shared room
13004741,"Bedroom in Clean, Uptown Apartment",private room,"Bedroom in Clean, Uptown Apartment",private room
13004996,Beach Bungalow 2,entire home/apt,Beach Bungalow 2,entire home/apt
13007925,Private Bedroom and Bath in Spacious Duplex,private room,Private Bedroom and Bath in Spacious Duplex,private room
13009244,"Real 1-BR Home in West Village, Central yet Quiet!",Entire home/apt,"Real 1-BR Home in West Village, Central yet Quiet!",entire home/apt
13014556,"Private, cozy room in the heart of Crown Heights",Private room,"Private, cozy room in the heart of Crown Heights",private room
13015322,Awesome bedroom in the heart of NYC,Private room,Awesome bedroom in the heart of NYC,private room
13016389,DAZZLING APT  SKYLINE VIEW IN PRIME LOCATION,Entire home/apt,DAZZLING APT SKYLINE VIEW IN PRIME LOCATION,entire home/apt
13017016,Greenwich village 1 bedroom - spacious!,Entire home/apt,Greenwich village 1 bedroom - spacious!,entire home/apt
13018125,AMAZING CENTRAL MANHATTAN 1 BED W/BALCONY FITS 4!,Entire home/apt,AMAZING CENTRAL MANHATTAN 1 BED W/BALCONY FITS 4!,entire home/apt
13018127,Big Beautiful Master Bedroom in Williamsburg,Private room,Big Beautiful Master Bedroom in Williamsburg,private room
13019053,East Village Business and Leisure,Entire home/apt,East Village Business and Leisure,entire home/apt
13020422,Luxury 1BR Apartment with Washer & Dryer,entire home/apt,Luxury 1BR Apartment with Washer & Dryer,entire home/apt
13023771,Prospect gardens,Private room,Prospect gardens,private room
13027365,Quiet Two Bedroom with Sunroom,Entire home/apt,Quiet Two Bedroom with Sunroom,entire home/apt
13031854,Samaria's Brownstone (Crown Heights),Entire home/apt,Samaria's Brownstone (Crown Heights),entire home/apt
13033170,Designer’s Penthouse with Terrace and Skyline View,Entire home/apt,Designer’s Penthouse with Terrace and Skyline View,entire home/apt
13033376,Private Parkside Room,Private room,Private Parkside Room,private room
13037692,Midtown 2 full bedrooms,Entire home/apt,Midtown 2 full bedrooms,entire home/apt
13039122,Bk's Finest City life close to Transportation,Private room,Bk's Finest City life close to Transportation,private room
13042637,Stunning 2BR Apartment in Sunnyside,Entire home/apt,Stunning 2BR Apartment in Sunnyside,entire home/apt
13042752,Cozy Spacious Double Bed #1 Near JFK and J Train,PRIVATE ROOM,Cozy Spacious Double Bed #1 Near JFK and J Train,private room
13043724,"Spacious, private room in Apt in Bushwick!",private room,"Spacious, private room in Apt in Bushwick!",private room
13044964,Stylish and cute girly shared room in Manhattan,SHARED ROOM,Stylish and cute girly shared room in Manhattan,shared room
13045257,Glamorous shared room in Manhattan,Shared room,Glamorous shared room in Manhattan,shared room
13045629,Chic stylish amazing Manhattan room,private room,Chic stylish amazing Manhattan room,private room
13046279,Cozy  2 bedroom apt in Manhattan,Entire home/apt,Cozy 2 bedroom apt in Manhattan,entire home/apt
13052968,Charming 1-BR Fort Greene Apartment,Entire home/apt,Charming 1-BR Fort Greene Apartment,entire home/apt
13055236,Steps 2 Empire State Building  amazing studio NYC,Entire home/apt,Steps 2 Empire State Building amazing studio NYC,entire home/apt
13055856,A Brooklyn Experience,Entire home/apt,A Brooklyn Experience,entire home/apt
13058232,1 Bedroom townhouse apt in Chelsea w/ back garden,ENTIRE HOME/APT,1 Bedroom townhouse apt in Chelsea w/ back garden,entire home/apt
13058423,Charming 1 br - most perfect block!,entire home/apt,Charming 1 br - most perfect block!,entire home/apt
13058729,Sunlit Bedroom in Crown Heights.,PRIVATE ROOM,Sunlit Bedroom in Crown Heights.,private room
13061422,"Stunning, spacious apt near nightlife + parks!",private room,"Stunning, spacious apt near nightlife + parks!",private room
13062471,The Silver Room,Private room,The Silver Room,private room
13063023,Cozy room in Astoria,Private room,Cozy room in Astoria,private room
13064382,Sunny East Village apartment,entire home/apt,Sunny East Village apartment,entire home/apt
13064386,Beautiful Red Brick Room,Private room,Beautiful Red Brick Room,private room
13065347,COOL Brooklyn Room,Private room,COOL Brooklyn Room,private room
13066577,Beautiful 3 bedroom loft  Greenpoint/Williamsburg!,Entire home/apt,Beautiful 3 bedroom loft Greenpoint/Williamsburg!,entire home/apt
13067176,Prime Location Sun Filled West Village Townhome,Entire home/apt,Prime Location Sun Filled West Village Townhome,entire home/apt
13073569,"Duane Street, Upscale Tribeca Studio",Entire home/apt,"Duane Street, Upscale Tribeca Studio",entire home/apt
13073701,Lovely Charming and quiet 2 bed apartment,Entire home/apt,Lovely Charming and quiet 2 bed apartment,entire home/apt
13075158,Private Room in Artsy Lower Manhattan Apartment,Private room,Private Room in Artsy Lower Manhattan Apartment,private room
13076592,Cozy bedroom with brightly lit living space,Private room,Cozy bedroom with brightly lit living space,private room
13077370,Modern Private Studio -20 min to Manhattan,entire home/apt,Modern Private Studio -20 min to Manhattan,entire home/apt
13081306,Studio near Time Square,Entire home/apt,Studio near Time Square,entire home/apt
13082571,Garden Overlook,Private room,Garden Overlook,private room
13082600,Cozy 1 bedroom apartment in the heart of Manhattan,entire home/apt,Cozy 1 bedroom apartment in the heart of Manhattan,entire home/apt
13084004,Spacious Stylish Studio in Prospect Park South,Entire home/apt,Spacious Stylish Studio in Prospect Park South,entire home/apt
13084019,Park Avenue Penthouse With Terrace,entire home/apt,Park Avenue Penthouse With Terrace,entire home/apt
13090558,"Studio Apt in Queens, 15Mins to Midtown & Brooklyn",Entire home/apt,"Studio Apt in Queens, 15Mins to Midtown & Brooklyn",entire home/apt
13091684,"Sunny 2bdrm Apt. near Bryant Park, Apt 2B",ENTIRE HOME/APT,"Sunny 2bdrm Apt. near Bryant Park, Apt 2B",entire home/apt
13092405,Midtown Apartment,Entire home/apt,Midtown Apartment,entire home/apt
13098701,NYCHaven4:Entire house minutes from JFK and Casino,Entire home/apt,NYCHaven4:Entire house minutes from JFK and Casino,entire home/apt
13098705,Big & Beautiful 1-BR w/Private Backyard,Entire home/apt,Big & Beautiful 1-BR w/Private Backyard,entire home/apt
13099377,1 Bedroom in Quiet Hamilton Heights Neighborhood.,PRIVATE ROOM,1 Bedroom in Quiet Hamilton Heights Neighborhood.,private room
13099447,Great ZEN & Peaceful one bedroom in Time Square!,Entire home/apt,Great ZEN & Peaceful one bedroom in Time Square!,entire home/apt
13100277,"Bright, inviting room-quick to NYC, females only.",Private room,"Bright, inviting room-quick to NYC, females only.",private room
13100305,Spacious 1 bedroom 1 bath,Entire home/apt,Spacious 1 bedroom 1 bath,entire home/apt
13100726,NYC living to it's fullest... in a good way!,Entire home/apt,NYC living to it's fullest... in a good way!,entire home/apt
13101855,Garden level studio w/backyard,ENTIRE HOME/APT,Garden level studio w/backyard,entire home/apt
13107627,Private Bedroom w/ Private Bath/Mini Fridge,Private room,Private Bedroom w/ Private Bath/Mini Fridge,private room
13109933,Luxury condo with views in Brooklyn,entire home/apt,Luxury condo with views in Brooklyn,entire home/apt
13112297,Luxurious SOHO 2 BR Washington Sq Park,entire home/apt,Luxurious SOHO 2 BR Washington Sq Park,entire home/apt
13112895,Penthouse Exclusive Garden Top Apartment,Entire home/apt,Penthouse Exclusive Garden Top Apartment,entire home/apt
13113202,Private room with detached private bathroom,Private room,Private room with detached private bathroom,private room
13113906,Park Slope room steps from Subway&Prospect Park,Private room,Park Slope room steps from Subway&Prospect Park,private room
13114237,Charming Sunny Designer Loft 1 stop to Manhattan,private room,Charming Sunny Designer Loft 1 stop to Manhattan,private room
13116481,Gorgeous stylish townhouse in Brooklyn,Entire home/apt,Gorgeous stylish townhouse in Brooklyn,entire home/apt
13117094,"On Fifth, Across From Central Park",Entire home/apt,"On Fifth, Across From Central Park",entire home/apt
13117160,Bedroom in Clean Uptown Apartment,Private room,Bedroom in Clean Uptown Apartment,private room
13117282,Cheerful & Practical Garden Apartment Near Subway,Entire home/apt,Cheerful & Practical Garden Apartment Near Subway,entire home/apt
13117480,"Cozy Park Slope Apt, Next to BBG",ENTIRE HOME/APT,"Cozy Park Slope Apt, Next to BBG",entire home/apt
13122318,2bdrm apt w/private backyard in Artsy Bushwick,Entire home/apt,2bdrm apt w/private backyard in Artsy Bushwick,entire home/apt
13125552,Beautiful Bushwick Bungalow,entire home/apt,Beautiful Bushwick Bungalow,entire home/apt
13126457,Unique 2BR Apartment,ENTIRE HOME/APT,Unique 2BR Apartment,entire home/apt
13128861,"Cozy Studio in Clinton Hill, Brooklyn",Entire home/apt,"Cozy Studio in Clinton Hill, Brooklyn",entire home/apt
13129120,"Central Park Bedroom - Spacious, Sunny, Subway",Private room,"Central Park Bedroom - Spacious, Sunny, Subway",private room
13129533,Room in loft-like ground Floor apt,PRIVATE ROOM,Room in loft-like ground Floor apt,private room
13130313,Studio in Midtown West,Entire home/apt,Studio in Midtown West,entire home/apt
